Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 13:43:40,2018-08-31 13:44:07,26.578s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 13:43:40,2018-08-31 13:43:53,12.743s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 13:43:41,2018-08-31 13:43:45,4.665s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 13:43:45,2018-08-31 13:43:47,1.182s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 13:43:47,2018-08-31 13:43:53,6.530s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 13:43:53,2018-08-31 13:44:06,12.626s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 13:43:53,2018-08-31 13:43:58,4.496s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 13:43:58,2018-08-31 13:44:06,7.935s,PASSED
