Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-10 17:41:18,2018-09-10 17:43:21,2m - 3.190s,FAILED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-10 17:41:19,2018-09-10 17:43:20,2m - 1.139s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-10 17:41:19,2018-09-10 17:41:43,23.582s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-10 17:41:43,2018-09-10 17:42:35,52.166s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-10 17:42:35,2018-09-10 17:42:36,1.199s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 17:42:36,2018-09-10 17:42:37,0.630s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-10 17:42:37,2018-09-10 17:42:39,2.038s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 17:42:39,2018-09-10 17:42:40,0.669s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-10 17:42:40,2018-09-10 17:42:42,2.006s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 17:42:42,2018-09-10 17:42:42,0.221s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 17:42:42,2018-09-10 17:42:42,0.254s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-10 17:42:42,2018-09-10 17:42:44,1.466s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-10 17:42:44,2018-09-10 17:42:44,0.299s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 17:42:44,2018-09-10 17:42:44,0.162s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-10 17:42:44,2018-09-10 17:42:46,2.006s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 17:42:46,2018-09-10 17:43:20,33.803s,FAILED
