Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-05 15:12:57,2018-09-05 15:14:05,1m - 7.732s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-09-05 15:12:58,2018-09-05 15:13:18,20.108s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 15:12:59,2018-09-05 15:13:14,14.952s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 15:13:14,2018-09-05 15:13:16,1.497s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 15:13:16,2018-09-05 15:13:18,2.803s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-09-05 15:13:19,2018-09-05 15:13:44,25.936s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 15:13:19,2018-09-05 15:13:26,7.594s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 15:13:26,2018-09-05 15:13:44,17.953s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-09-05 15:13:44,2018-09-05 15:14:04,19.305s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 15:13:45,2018-09-05 15:13:51,6.413s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 15:13:51,2018-09-05 15:13:52,1.306s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 15:13:52,2018-09-05 15:13:55,2.109s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 15:13:55,2018-09-05 15:13:55,0.647s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-05 15:13:55,2018-09-05 15:13:56,0.655s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 15:13:56,2018-09-05 15:14:04,7.866s,PASSED
