Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-04 18:11:13,2018-09-04 18:12:16,1m - 2.916s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-09-04 18:11:14,2018-09-04 18:11:32,18.648s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 18:11:14,2018-09-04 18:11:28,13.550s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-04 18:11:28,2018-09-04 18:11:29,1.226s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 18:11:29,2018-09-04 18:11:32,3.242s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-09-04 18:11:32,2018-09-04 18:11:48,16.055s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 18:11:33,2018-09-04 18:11:38,5.419s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 18:11:38,2018-09-04 18:11:48,10.433s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-09-04 18:11:48,2018-09-04 18:12:15,26.897s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 18:11:49,2018-09-04 18:11:54,5.584s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-04 18:11:54,2018-09-04 18:11:55,1.168s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 18:11:55,2018-09-04 18:12:00,4.885s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-04 18:12:00,2018-09-04 18:12:01,0.569s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-04 18:12:01,2018-09-04 18:12:01,0.436s,PASSED
click,Chrome 68.0.3440.106,,2018-09-04 18:12:01,2018-09-04 18:12:15,13.986s,PASSED
