Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 02:01:45,2018-08-31 02:02:14,29.432s,FAILED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 02:01:46,2018-08-31 02:01:59,12.812s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 02:01:46,2018-08-31 02:01:52,5.455s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 02:01:52,2018-08-31 02:01:53,1.212s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 02:01:53,2018-08-31 02:01:56,3.287s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 02:01:56,2018-08-31 02:01:57,0.234s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 02:01:57,2018-08-31 02:01:59,2.001s,FAILED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 02:01:59,2018-08-31 02:02:14,14.964s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 02:01:59,2018-08-31 02:02:04,5.643s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 02:02:04,2018-08-31 02:02:06,1.200s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 02:02:06,2018-08-31 02:02:12,6.738s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 02:02:12,2018-08-31 02:02:13,0.215s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 02:02:13,2018-08-31 02:02:14,1.012s,FAILED
