Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-19 14:17:40,2018-09-19 14:18:26,45.705s,FAILED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-19 14:17:41,2018-09-19 14:18:25,43.938s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 14:17:42,2018-09-19 14:17:52,10.199s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 14:17:52,2018-09-19 14:18:18,26.546s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 14:18:18,2018-09-19 14:18:19,1.159s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 14:18:19,2018-09-19 14:18:20,0.186s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 14:18:20,2018-09-19 14:18:22,2.027s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 14:18:22,2018-09-19 14:18:22,0.426s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 14:18:22,2018-09-19 14:18:24,2.005s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 14:18:24,2018-09-19 14:18:24,0.271s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 14:18:24,2018-09-19 14:18:25,0.615s,FAILED
