Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-04 18:26:51,2018-09-04 18:27:34,43.549s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-09-04 18:26:51,2018-09-04 18:26:59,7.930s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 18:26:52,2018-09-04 18:26:57,4.716s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-04 18:26:57,2018-09-04 18:26:58,1.384s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 18:26:58,2018-09-04 18:26:59,1.269s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-09-04 18:26:59,2018-09-04 18:27:12,13.055s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 18:26:59,2018-09-04 18:27:03,3.865s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 18:27:03,2018-09-04 18:27:12,8.978s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-09-04 18:27:12,2018-09-04 18:27:33,20.949s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 18:27:12,2018-09-04 18:27:18,5.820s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-04 18:27:18,2018-09-04 18:27:19,1.182s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 18:27:19,2018-09-04 18:27:23,3.821s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-04 18:27:23,2018-09-04 18:27:24,0.396s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-04 18:27:24,2018-09-04 18:27:25,0.875s,PASSED
click,Chrome 68.0.3440.106,,2018-09-04 18:27:25,2018-09-04 18:27:33,8.666s,PASSED
