Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-20 15:35:03,2018-09-20 15:35:28,25.205s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-20 15:35:04,2018-09-20 15:35:27,23.428s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-20 15:35:04,2018-09-20 15:35:11,6.778s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-20 15:35:11,2018-09-20 15:35:17,5.819s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-20 15:35:17,2018-09-20 15:35:18,1.315s,PASSED
click,Chrome 68.0.3440.106,,2018-09-20 15:35:18,2018-09-20 15:35:19,0.616s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-20 15:35:19,2018-09-20 15:35:21,2.029s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-20 15:35:21,2018-09-20 15:35:21,0.462s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-20 15:35:21,2018-09-20 15:35:23,2.003s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-20 15:35:23,2018-09-20 15:35:24,0.530s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-20 15:35:24,2018-09-20 15:35:24,0.331s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-20 15:35:24,2018-09-20 15:35:24,0.381s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-20 15:35:24,2018-09-20 15:35:25,0.372s,PASSED
click,Chrome 68.0.3440.106,,2018-09-20 15:35:25,2018-09-20 15:35:25,0.100s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-20 15:35:25,2018-09-20 15:35:27,2.003s,PASSED
