Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 69.0.3497.100,For regression testing  after each sprints,2018-09-27 18:02:59,2018-09-27 18:03:11,11.365s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 69.0.3497.100,,2018-09-27 18:03:00,2018-09-27 18:03:10,9.661s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-27 18:03:00,2018-09-27 18:03:05,4.177s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-27 18:03:05,2018-09-27 18:03:08,3.864s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-27 18:03:08,2018-09-27 18:03:10,1.146s,PASSED
click,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.003s,NOT_RUN
delay,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.002s,NOT_RUN
setText,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.007s,NOT_RUN
delay,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.002s,NOT_RUN
setText,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.002s,NOT_RUN
setText,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.003s,NOT_RUN
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.006s,NOT_RUN
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.001s,NOT_RUN
click,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.001s,NOT_RUN
delay,Chrome 69.0.3497.100,,2018-09-27 18:03:10,2018-09-27 18:03:10,0.001s,NOT_RUN
