Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 11:35:35,2018-08-31 11:35:58,22.885s,FAILED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 11:35:35,2018-08-31 11:35:48,12.400s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 11:35:36,2018-08-31 11:35:41,5.058s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 11:35:41,2018-08-31 11:35:42,1.200s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 11:35:42,2018-08-31 11:35:46,3.904s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 11:35:46,2018-08-31 11:35:46,0.258s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 11:35:46,2018-08-31 11:35:48,1.482s,FAILED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 11:35:48,2018-08-31 11:35:57,9.145s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 11:35:48,2018-08-31 11:35:53,5.079s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 11:35:53,2018-08-31 11:35:54,1.132s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 11:35:54,2018-08-31 11:35:56,1.460s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 11:35:56,2018-08-31 11:35:56,0.213s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 11:35:56,2018-08-31 11:35:57,1.033s,FAILED
