Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-05 15:15:57,2018-09-05 15:16:50,53.603s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-09-05 15:15:58,2018-09-05 15:16:14,16.272s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 15:15:59,2018-09-05 15:16:07,8.348s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 15:16:07,2018-09-05 15:16:09,1.757s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 15:16:09,2018-09-05 15:16:14,5.171s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-09-05 15:16:14,2018-09-05 15:16:29,15.292s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 15:16:14,2018-09-05 15:16:20,5.857s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 15:16:20,2018-09-05 15:16:29,9.021s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-09-05 15:16:29,2018-09-05 15:16:49,19.338s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 15:16:30,2018-09-05 15:16:35,5.245s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 15:16:35,2018-09-05 15:16:36,1.420s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 15:16:36,2018-09-05 15:16:41,5.047s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 15:16:41,2018-09-05 15:16:42,0.529s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-05 15:16:42,2018-09-05 15:16:43,0.722s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 15:16:43,2018-09-05 15:16:49,6.010s,PASSED
