Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-19 19:54:31,2018-09-19 19:54:53,21.352s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-19 19:54:32,2018-09-19 19:54:51,19.468s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 19:54:32,2018-09-19 19:54:37,4.647s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 19:54:37,2018-09-19 19:54:42,5.475s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 19:54:42,2018-09-19 19:54:43,1.244s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 19:54:43,2018-09-19 19:54:44,0.258s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 19:54:44,2018-09-19 19:54:46,2.037s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 19:54:46,2018-09-19 19:54:46,0.298s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 19:54:46,2018-09-19 19:54:48,2.004s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 19:54:48,2018-09-19 19:54:48,0.347s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 19:54:48,2018-09-19 19:54:49,0.155s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 19:54:49,2018-09-19 19:54:49,0.250s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 19:54:49,2018-09-19 19:54:49,0.254s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 19:54:49,2018-09-19 19:54:49,0.103s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 19:54:49,2018-09-19 19:54:51,2.029s,PASSED
