Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-03 02:19:20,2018-09-03 02:20:37,1m - 17.033s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-09-03 02:19:20,2018-09-03 02:19:47,26.320s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-03 02:19:21,2018-09-03 02:19:39,18.539s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-03 02:19:39,2018-09-03 02:19:41,1.208s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-03 02:19:41,2018-09-03 02:19:47,6.054s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-09-03 02:19:47,2018-09-03 02:20:01,14.655s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-03 02:19:47,2018-09-03 02:19:52,4.809s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-03 02:19:52,2018-09-03 02:20:01,9.715s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-09-03 02:20:01,2018-09-03 02:20:36,34.543s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-03 02:20:02,2018-09-03 02:20:06,4.455s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-03 02:20:06,2018-09-03 02:20:07,1.148s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-03 02:20:07,2018-09-03 02:20:09,2.275s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-03 02:20:09,2018-09-03 02:20:10,0.645s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-03 02:20:10,2018-09-03 02:20:11,0.419s,PASSED
click,Chrome 68.0.3440.106,,2018-09-03 02:20:11,2018-09-03 02:20:36,25.435s,PASSED
