Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 01:52:54,2018-08-31 01:53:15,21.013s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 01:52:55,2018-08-31 01:53:06,11.391s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 01:52:55,2018-08-31 01:53:00,5.009s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 01:53:00,2018-08-31 01:53:01,1.176s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 01:53:01,2018-08-31 01:53:04,2.870s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 01:53:04,2018-08-31 01:53:04,0.283s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 01:53:04,2018-08-31 01:53:05,0.401s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 01:53:05,2018-08-31 01:53:05,0.179s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 01:53:05,2018-08-31 01:53:06,0.862s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 01:53:06,2018-08-31 01:53:15,8.590s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 01:53:06,2018-08-31 01:53:09,3.334s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 01:53:09,2018-08-31 01:53:11,1.154s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 01:53:11,2018-08-31 01:53:13,2.888s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 01:53:13,2018-08-31 01:53:14,0.188s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 01:53:14,2018-08-31 01:53:14,0.111s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 01:53:14,2018-08-31 01:53:14,0.072s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 01:53:14,2018-08-31 01:53:15,0.729s,PASSED
