Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 01:48:07,2018-08-31 01:48:28,20.939s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 01:48:08,2018-08-31 01:48:20,12.337s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 01:48:08,2018-08-31 01:48:14,5.483s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 01:48:14,2018-08-31 01:48:15,1.169s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 01:48:15,2018-08-31 01:48:19,3.554s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 01:48:19,2018-08-31 01:48:19,0.243s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 01:48:19,2018-08-31 01:48:19,0.341s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 01:48:19,2018-08-31 01:48:19,0.088s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 01:48:19,2018-08-31 01:48:20,0.835s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 01:48:20,2018-08-31 01:48:28,7.881s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 01:48:20,2018-08-31 01:48:24,3.436s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 01:48:24,2018-08-31 01:48:25,1.159s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 01:48:25,2018-08-31 01:48:27,1.920s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 01:48:27,2018-08-31 01:48:27,0.184s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 01:48:27,2018-08-31 01:48:27,0.119s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 01:48:27,2018-08-31 01:48:27,0.077s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 01:48:27,2018-08-31 01:48:28,0.837s,PASSED
