Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-04 10:57:24,2018-09-04 10:59:01,1m - 37.958s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-09-04 10:57:24,2018-09-04 10:58:09,45.155s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 10:57:25,2018-09-04 10:58:00,35.680s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-04 10:58:00,2018-09-04 10:58:02,1.195s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 10:58:02,2018-09-04 10:58:09,7.777s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-09-04 10:58:09,2018-09-04 10:58:23,13.556s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 10:58:10,2018-09-04 10:58:14,4.437s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 10:58:14,2018-09-04 10:58:23,8.897s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-09-04 10:58:23,2018-09-04 10:59:01,37.594s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-04 10:58:23,2018-09-04 10:58:28,4.412s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-04 10:58:28,2018-09-04 10:58:29,1.169s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-04 10:58:29,2018-09-04 10:58:31,2.116s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-04 10:58:31,2018-09-04 10:58:31,0.468s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-04 10:58:31,2018-09-04 10:58:32,0.405s,PASSED
click,Chrome 68.0.3440.106,,2018-09-04 10:58:32,2018-09-04 10:59:01,28.718s,PASSED
