Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 12:49:56,2018-08-31 12:50:18,22.293s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 12:49:56,2018-08-31 12:50:05,8.939s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 12:49:57,2018-08-31 12:50:01,4.805s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 12:50:01,2018-08-31 12:50:03,1.224s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 12:50:03,2018-08-31 12:50:05,2.527s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 12:50:05,2018-08-31 12:50:17,12.024s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 12:50:05,2018-08-31 12:50:10,4.154s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 12:50:10,2018-08-31 12:50:17,7.636s,PASSED
