Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 70.0.3538.102,For regression testing  after each sprints,2018-11-12 12:54:36,2018-11-12 12:55:28,51.961s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 70.0.3538.102,,2018-11-12 12:54:37,2018-11-12 12:55:27,49.759s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-12 12:54:38,2018-11-12 12:54:51,13.789s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-12 12:54:51,2018-11-12 12:55:25,33.756s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-12 12:55:25,2018-11-12 12:55:27,1.304s,PASSED
click,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.007s,NOT_RUN
delay,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.005s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.002s,NOT_RUN
delay,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.009s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.005s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.009s,NOT_RUN
selectOptionByValue,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.001s,NOT_RUN
delay,Chrome 70.0.3538.102,,2018-11-12 12:55:27,2018-11-12 12:55:27,0.006s,NOT_RUN
