Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-19 16:58:04,2018-09-19 16:58:59,54.290s,FAILED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-19 16:58:05,2018-09-19 16:58:58,53.054s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 16:58:05,2018-09-19 16:58:11,5.455s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 16:58:11,2018-09-19 16:58:15,4.743s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 16:58:15,2018-09-19 16:58:17,1.154s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:58:17,2018-09-19 16:58:17,0.221s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 16:58:17,2018-09-19 16:58:19,2.028s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:58:19,2018-09-19 16:58:19,0.257s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 16:58:19,2018-09-19 16:58:21,2.004s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:58:21,2018-09-19 16:58:21,0.236s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:58:21,2018-09-19 16:58:22,0.393s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 16:58:22,2018-09-19 16:58:22,0.252s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 16:58:22,2018-09-19 16:58:22,0.280s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:58:22,2018-09-19 16:58:22,0.102s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 16:58:22,2018-09-19 16:58:24,2.003s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:58:24,2018-09-19 16:58:58,33.407s,FAILED
