Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 01:46:26,2018-08-31 01:46:51,25.515s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 01:46:26,2018-08-31 01:46:42,15.489s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 01:46:27,2018-08-31 01:46:33,5.631s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 01:46:33,2018-08-31 01:46:34,1.265s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 01:46:34,2018-08-31 01:46:40,6.433s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 01:46:40,2018-08-31 01:46:41,0.253s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 01:46:41,2018-08-31 01:46:41,0.371s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 01:46:41,2018-08-31 01:46:41,0.117s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 01:46:41,2018-08-31 01:46:42,0.819s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 01:46:42,2018-08-31 01:46:51,9.225s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 01:46:42,2018-08-31 01:46:46,3.624s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 01:46:46,2018-08-31 01:46:47,1.176s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 01:46:47,2018-08-31 01:46:50,3.085s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 01:46:50,2018-08-31 01:46:50,0.210s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 01:46:50,2018-08-31 01:46:50,0.135s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 01:46:50,2018-08-31 01:46:50,0.097s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 01:46:50,2018-08-31 01:46:51,0.741s,PASSED
