Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 00:55:50,2018-08-31 00:56:10,19.786s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 00:55:51,2018-08-31 00:56:10,19.023s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 00:55:51,2018-08-31 00:55:58,6.772s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 00:55:58,2018-08-31 00:55:59,1.228s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 00:55:59,2018-08-31 00:56:08,8.797s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 00:56:08,2018-08-31 00:56:08,0.217s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 00:56:08,2018-08-31 00:56:09,0.379s,PASSED
click,Chrome 68.0.3440.106,,2018-08-31 00:56:09,2018-08-31 00:56:09,0.104s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-08-31 00:56:09,2018-08-31 00:56:10,0.960s,PASSED
