Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 11:34:17,2018-08-31 11:34:48,30.246s,FAILED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 11:34:18,2018-08-31 11:34:33,15.328s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 11:34:18,2018-08-31 11:34:25,6.462s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 11:34:25,2018-08-31 11:34:26,1.169s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 11:34:26,2018-08-31 11:34:31,4.571s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 11:34:31,2018-08-31 11:34:31,0.685s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 11:34:31,2018-08-31 11:34:33,2.023s,FAILED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 11:34:33,2018-08-31 11:34:47,13.480s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 11:34:33,2018-08-31 11:34:39,5.520s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 11:34:39,2018-08-31 11:34:40,1.171s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 11:34:40,2018-08-31 11:34:45,5.365s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-31 11:34:45,2018-08-31 11:34:46,0.194s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-31 11:34:46,2018-08-31 11:34:47,1.052s,FAILED
