Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-11 12:36:52,2018-09-11 12:38:29,1m - 36.888s,FAILED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-11 12:36:52,2018-09-11 12:38:28,1m - 35.691s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-11 12:36:53,2018-09-11 12:37:12,19.224s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-11 12:37:12,2018-09-11 12:37:55,43.154s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-11 12:37:55,2018-09-11 12:37:56,1.197s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 12:37:56,2018-09-11 12:37:57,0.770s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 12:37:57,2018-09-11 12:37:59,2.033s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 12:37:59,2018-09-11 12:38:00,0.666s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 12:38:00,2018-09-11 12:38:02,2.004s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 12:38:02,2018-09-11 12:38:02,0.379s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 12:38:02,2018-09-11 12:38:02,0.241s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-11 12:38:02,2018-09-11 12:38:03,0.295s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-11 12:38:03,2018-09-11 12:38:03,0.311s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 12:38:03,2018-09-11 12:38:03,0.121s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 12:38:03,2018-09-11 12:38:05,2.004s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 12:38:05,2018-09-11 12:38:28,22.869s,FAILED
