Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-19 17:29:01,2018-09-19 17:29:55,53.697s,FAILED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-19 17:29:02,2018-09-19 17:29:54,52.206s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 17:29:03,2018-09-19 17:29:08,5.145s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 17:29:08,2018-09-19 17:29:12,4.590s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 17:29:12,2018-09-19 17:29:14,1.149s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 17:29:14,2018-09-19 17:29:14,0.167s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 17:29:14,2018-09-19 17:29:16,2.024s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 17:29:16,2018-09-19 17:29:16,0.218s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 17:29:16,2018-09-19 17:29:18,2.004s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 17:29:18,2018-09-19 17:29:18,0.251s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 17:29:18,2018-09-19 17:29:18,0.120s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 17:29:18,2018-09-19 17:29:19,0.259s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 17:29:19,2018-09-19 17:29:19,0.243s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 17:29:19,2018-09-19 17:29:19,0.103s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 17:29:19,2018-09-19 17:29:21,2.003s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 17:29:21,2018-09-19 17:29:54,33.457s,FAILED
