Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-08-31 21:45:25,2018-08-31 21:46:00,34.979s,PASSED
,,,,,,
Test Cases/Common TestCases/TC1_Login To astorSafe Web Application,Chrome 68.0.3440.106,"1. Open Browser
2. Enter astorSafe URL
3. Enter Valid User Name and Passwoord
4. Click Login",2018-08-31 21:45:25,2018-08-31 21:45:42,16.241s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 21:45:26,2018-08-31 21:45:33,7.164s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-31 21:45:33,2018-08-31 21:45:34,1.277s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 21:45:34,2018-08-31 21:45:42,7.299s,PASSED
,,,,,,
Test Cases/Main TestCases/TC1_Verify Login With Valid Credentials,Chrome 68.0.3440.106,,2018-08-31 21:45:42,2018-08-31 21:45:55,13.305s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 21:45:42,2018-08-31 21:45:46,4.453s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-31 21:45:46,2018-08-31 21:45:55,8.701s,PASSED
,,,,,,
Test Cases/Common TestCases/TC2_Click ControlPanel,Chrome 68.0.3440.106,,2018-08-31 21:45:55,2018-08-31 21:45:59,4.134s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-31 21:45:55,2018-08-31 21:45:59,4.001s,PASSED
