Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
astorSafeRegressionTesting,Chrome 68.0.3440.106,For regression testing  after each sprints,2018-09-11 12:42:28,2018-09-11 12:43:27,59.081s,FAILED
,,,,,,
Test Cases/Common TestCases/TC2_Verify Add Emloyee,Chrome 68.0.3440.106,,2018-09-11 12:42:28,2018-09-11 12:43:26,57.508s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-11 12:42:29,2018-09-11 12:42:34,5.222s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-11 12:42:34,2018-09-11 12:42:43,8.639s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-11 12:42:43,2018-09-11 12:42:44,1.164s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 12:42:44,2018-09-11 12:42:44,0.257s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 12:42:44,2018-09-11 12:42:46,2.034s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 12:42:46,2018-09-11 12:42:47,0.263s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 12:42:47,2018-09-11 12:42:49,2.004s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 12:42:49,2018-09-11 12:42:49,0.387s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 12:42:49,2018-09-11 12:42:49,0.269s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-11 12:42:49,2018-09-11 12:42:49,0.303s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-11 12:42:49,2018-09-11 12:42:50,0.290s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 12:42:50,2018-09-11 12:42:50,0.154s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 12:42:50,2018-09-11 12:42:52,2.005s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 12:42:52,2018-09-11 12:43:26,34.039s,FAILED
